Title,Ingredients,Steps,Loves,URL,Category,Title Cleaned,Total Ingredients,Ingredients Cleaned,Total Steps,judul_bersih,bahan_bersih,Quality Score
Nasi Kebuli Mejikom #kitaberbagi,"4 gelas takar mejikom beras, cuci bersih--1/2 kg daging sapi (bisa ganti kambing/ayam) resep asli 1/4kg--4 siung bawang putih--6 bh bawang merah--2 ruas kunyit (mimi 1sdt peres kunyit bubuk)--1/2 sdt lada bubuk--1 sdt ketumbar bubuk--1 batang kayu manis 5cm--3 sdm margarine (bisa pake minyak samin)--4 sdm minyak goreng--Secukupnya air (tergantung jenis berasnya)--🍚🍛 bumbu rempah : bisa ganti 4sdm bumbu kari kambing--2 bh bunga lawang (pekak)--2 bh kapulaga, ambil bijinya--5 butir cengkeh--2 sdt kayu manis bubuk--1 sachet bumbu kari instan--","1) Panaskan margarin dan minyak, tumis duo bawang smp harum. Masukkan juga bumbu rempah2. Setelah harum masuk daging dan aduk2 smp daging berubah warna.
2) Tambahkan air dan masak smp daging empuk.
3) Masukkan beras ke panci mejikom, beri rebusan daging. Krn nasbul itu teksturnya agak mawur/pera, jadi kenali berasnya untuk penambahan kuah kaldunya.
4) Masak nasi di mejikom smbl sesekali diaduk. Cicipin juga rasanya. Setelah ke posisi warm, aduk2 dan biarkan tanak 30menit.
5) Sajikan dgn pelengkap. Mimi pake telur dadar, acar timun dan emping.",241,https://cookpad.com/id/resep/3273764-nasi-kebuli-mejikom-kitaberbagi,kambing,nasi kebuli mejikom,17,"takar mejikom beras , daging sapi ganti kambing ayam resep asli , bawang putih , bawang merah , kunyit mimi peres kunyit , lada , biji ketumbar , kayu manis , margarine pake minyak samin , minyak goreng , air jenis berasnya , bumbu rempah ganti bumbu kari kambing , bunga lawang , kapulaga , ambil bijinya , cengkeh , kayu manis bubuk , bumbu kari instan",5,nasi kebuli mejikom kitaberbagi,"4 gelas takar mejikom beras, cuci bersih 1 2 kg daging sapi bisa ganti kambing ayam resep asli 1 4kg 4 siung bawang putih 6 bh bawang merah 2 ruas kunyit mimi 1sdt peres kunyit bubuk 1 2 sdt lada bubuk 1 sdt ketumbar bubuk 1 batang kayu manis 5cm 3 sdm margarine bisa pake minyak samin 4 sdm minyak goreng secukupnya air tergantung jenis berasnya bumbu rempah bisa ganti 4sdm bumbu kari kambing 2 bh bunga lawang pekak 2 bh kapulaga, ambil bijinya 5 butir cengkeh 2 sdt kayu manis bubuk 1 sachet bumbu kari instan",0.3399
Ayam Goreng Bawang Khas Batam,"1/2 ekor ayam bagian apa saja,potong kecil""--1 bonggol bawang putih,cuci&geprek dengan kulit"" nya--1 butir telur--3 sdm tepung maizena--Secukupnya garam&kaldu jamur--Secukupnya minyak goreng--Bumbu halus:--6 siung bawang putih--5 butir bawang merah--1 sdt ketumbar bubuk--1/2 sdt merica bubuk--1,5 ruas jari jahe--1 ruas jari kunyit--","1) Cuci ayam hingga bersih kemudian tiriskan masukan bumbu halus,garam,kaldu jamur tepung maizena&telur aduk hingga tercampur rata
2) Diamkan kurang lebih 30 menit di kulkas supaya bumbu meresap
3) Panaskan minyak goreng kemudian goreng bawang putih hingga kuning&garing tiriskan
4) Kemudian goreng ayam hingga coklat keemasan&matang merata *saya pakai api kecil saja* untuk ayam nya goreng bertahap jangan sekali goreng semua nya angkat&tiriskan
5) Ayam goreng bawang siap di sajikan",237,https://cookpad.com/id/resep/4345660-ayam-goreng-bawang-khas-batam,ayam,ayam goreng bawang khas batam,13,"ayam , potong '' , bonggol bawang putih , & geprek kulit '' nya , telur , tepung maizena , garam & kaldu jamur , minyak goreng , bumbu halus , bawang putih , bawang merah , biji ketumbar , merica bubuk , jahe , kunyit",5,ayam goreng bawang khas batam,"1 2 ekor ayam bagian apa saja,potong kecil 1 bonggol bawang putih,cuci geprek dengan kulit nya 1 butir telur 3 sdm tepung maizena secukupnya garam kaldu jamur secukupnya minyak goreng bumbu halus 6 siung bawang putih 5 butir bawang merah 1 sdt ketumbar bubuk 1 2 sdt merica bubuk 1,5 ruas jari jahe 1 ruas jari kunyit",0.3861
Ayam Goreng Kecap,"1/2 ekor ayam, Potong-potong--1/2 bawang bombay, iris memanjang--2 cm jahe memarkan--2 cabe merah, iris serong--2 siung bawang putih, ulek halus/ cincang halus--1 batang daun bawang, iris--1/2 sdt gula--Secukupnya Merica, garam--175 ml air/ secukupnya--Minyak utk menggoreng--","1) Lumuri ayam dg air jeruknipus dan garam, remas2, bilas bersih. Ungkep ayam dg garam dan merica. Boleh jg lgs goreng tp potong agak kecil.
2) Setelah diungkep, goreng ayam hngga sedikit kecokelatan, angkat.
3) Panaskan secukupnya minyak, tumis bawang putih dan jahe, masukkan bawang bombay, tumis hingga harum. Masukkan cabe merah iris, ayam goreng, bubuhi gula garam, merica dan kecap, tuangair. Masak hingga kuah mengental, sesaat sblm diangkat, masukkan daun bawang.
4) Angkat ayam dan sajikan",218,https://cookpad.com/id/resep/4379354-ayam-goreng-kecap,ayam,ayam goreng kecap,10,"ayam , potong potong , bawang bombai , memanjang , jahe memarkan , cabe merah , serong , bawang putih , ulek halus cincang halus , batang daun bawang , gula , merica , garam , air , minyak utk",4,ayam goreng kecap,"1 2 ekor ayam, potong potong 1 2 bawang bombay, iris memanjang 2 cm jahe memarkan 2 cabe merah, iris serong 2 siung bawang putih, ulek halus cincang halus 1 batang daun bawang, iris 1 2 sdt gula secukupnya merica, garam 175 ml air secukupnya minyak utk menggoreng",0.3748
IKAN ASIN GABUS KERING CABE GENDOT... BY. Dapoer Linggar,"250 gr gabus kering potong""--4 buah cabe gendot potong kasar--3 buah cabe hijau iris serong--1 lembar daun salam robek 2--7 buah bawang merah iris--5 buah bawang merah iris--1 buah tomat kecil iris kasar--2 papan pete--100 ml air--Ga4am--Gula--optional Penyedap--Minyak untuk menumis--","1) Rendam ikan asin dengan air panas beberapa saat agar garamnya berkurang lalu cuci bersih kemudian goreng kering
2) Tumis semua bumbu iris, pete, di tambah daun salam hingga harum lalu masukan ikan asin lalu aduk rata kemudian tambahkan air dan tutup sebentar
3) Menjelang di angkat masukan tomat iris lalu test rasa dahulu jika ku4ang asin bisa d tambahkan bumbu tambahan garam, gula pasir dan penyedap (Optional)
4) Jika semua rasa sudah oke angkat dan sajikan
5) NB : Test rasa dahulu seblum di tmbahkan bumbu tambahan agar makanan yang di sajikan tidak keasinan karena beberapa ikan asin memiliki rasa asin yang kuat... Jika tidak test rasa khawatir makanan keasinan...
6) Selamat mencoba... Jangn lupa yah reecook",196,https://cookpad.com/id/resep/4067418-ikan-asin-gabus-kering-cabe-gendot-by-dapoer-linggar,ikan,ikan asin gabus kering cabe gendot by dapoer linggar,13,"gabus kering potong '' , cabe gendot potong kasar , cabe hijau serong , daun salam robek , bawang merah , bawang merah , tomat kasar , papan pete , air , ga am , gula , penyedap , minyak menumis",6,ikan asin gabus kering cabe gendot by dapoer linggar,250 gr gabus kering potong 4 buah cabe gendot potong kasar 3 buah cabe hijau iris serong 1 lembar daun salam robek 2 7 buah bawang merah iris 5 buah bawang merah iris 1 buah tomat kecil iris kasar 2 papan pete 100 ml air ga4am gula optional penyedap minyak untuk menumis,0.4213
Japchae with beef korean noodle 🍝 (pr_asianfood),"200 g bihun/soun seduh air panas--200 g daging sapi iris tipis--1 buah wortel potong korek api--Secukupnya jamur kuping potong2--1 buah bawang bombay potong2--1 buah paprika merah,ijo,potong korek api--1 tangkai daun bawang potong2--2 siung bawang putih haluskan--1 sdm minyak wijen--1 sdm kecap asin--Secukupnya kecap manis--Secukupnya kaldu jamur--Secukupnya gula--Secukupnya wijen untuk taburan--","1) Marinated daging sapi dgn 2 siung bawang putih halus,secuil jahe,gula,garam,merica dan kecap asin,Campur dlm 1 wadah,soun,minyak wijen,kecap asin,kecap manis,kaldu bubuk,gula aduk rata
2) Panaskan minyak goreng,tumis bawang putih dan bombay hingga harum,masukan wortel,paprika,jamur,tumis hingga layu,masukan daging sapi,aduk trs hingga berubah warna
3) Masukan soun aduk rata dan semua bumbu menyatu,terakhir masukan daun bawang aduk sebentar,angkat dan sajikan dgn taburan wijen",195,https://cookpad.com/id/resep/3626986-japchae-with-beef-korean-noodle-%F0%9F%8D%9D-pr_asianfood,sapi,japchae with beef korean noodle ( pr_asianfood ),14,"bihun soun seduh air panas , daging sapi tipis , wortel potong korek api , jamur kuping potong , bawang bombai potong , paprika merah , ijo , potong korek api , tangkai daun bawang potong , bawang putih haluskan , minyak wijen , kecap asin , kecap manis , kaldu jamur , gula , wijen",3,japchae with beef korean noodle pr_asianfood,"200 g bihun soun seduh air panas 200 g daging sapi iris tipis 1 buah wortel potong korek api secukupnya jamur kuping potong2 1 buah bawang bombay potong2 1 buah paprika merah,ijo,potong korek api 1 tangkai daun bawang potong2 2 siung bawang putih haluskan 1 sdm minyak wijen 1 sdm kecap asin secukupnya kecap manis secukupnya kaldu jamur secukupnya gula secukupnya wijen untuk taburan",0.3162
Telur ceplok masak tauco,"6 buah telur ceplok--4 buah cabe hijau iris serong--4 siung bawang merah iris tipis--2 siung bawang putih iris tipis--2 buah cabe merah iris serong--1 buah tomat potong2--2 sdm tauco--Secukupnya kecap manis--Secukupnya kecap asin,gula--Secukupnya air--","1) Tumis bawang duo bawang dan cabe2an hingga harum,masukan tomat,aduk rata,masukan tauco,kecap manis,kecap asin dan gula,aduk rata
2) Tuangi air secukupnya,tgu mendidih lalu masukan telur ceplok,masak hingga bumbu meresap,jgn lupa tes rasanya,jika rasa sdh pas angkat dan sajikan",192,https://cookpad.com/id/resep/4001496-telur-ceplok-masak-tauco,telur,telur ceplok masak tauco,10,"telur ceplok , cabe hijau serong , bawang merah tipis , bawang putih tipis , cabe merah serong , tomat potong , tauco , kecap manis , kecap asin , gula , air",2,telur ceplok masak tauco,"6 buah telur ceplok 4 buah cabe hijau iris serong 4 siung bawang merah iris tipis 2 siung bawang putih iris tipis 2 buah cabe merah iris serong 1 buah tomat potong2 2 sdm tauco secukupnya kecap manis secukupnya kecap asin,gula secukupnya air",0.2967
Kalio tenggiri,"5 ptg ikan tenggiri--2 bh wortel, potong korek--1 bh jeruk nipis--1 btg sereh, geprek--5 lmbr daun jeruk, sobek--1 lmbr daun kunyit, ikat--Sesuai selera cabe kecil utuh--65 ml santan instan + campur dgn 100 ml air--Secukupnya garam--Gula--Minyak goreng--Bumbu halus :--12 siung bawang merah--4 siung bawang putih--1 sdt ketumbar bubuk--1/2 sdt merica bubuk--2 bh cabe merah besar--1 cm lengkuas--2 cm kunyit--","1) Lumuri ikan dgn jeruk nipis, diamkan 15 menit lalu cuci bersih
2) Tumis bumbu halus, sereh, daun salam, daun kunyit hingga bumbu matang dan wangi
3) Masukkan ikan tenggiri, aduk dulu sampai berubah warna lalu masukkan santannya, susul dgn wortel
4) Masak sambil diaduk, beri gula dan garam, cabe utuhnya juga masuk
5) Masak sampai matang lalu sajikan",188,https://cookpad.com/id/resep/4258708-kalio-tenggiri,ikan,kalio tenggiri,19,"ptg ikan tenggiri , wortel , potong korek , jeruk nipis , serai , geprek , daun jeruk , sobek , daun kunyit , cabe utuh , santan instan + campur dgn air , garam , gula , minyak goreng , bumbu halus , bawang merah , bawang putih , biji ketumbar , merica bubuk , cabe merah , lengkuas , kunyit",5,kalio tenggiri,"5 ptg ikan tenggiri 2 bh wortel, potong korek 1 bh jeruk nipis 1 btg sereh, geprek 5 lmbr daun jeruk, sobek 1 lmbr daun kunyit, ikat sesuai selera cabe kecil utuh 65 ml santan instan campur dgn 100 ml air secukupnya garam gula minyak goreng bumbu halus 12 siung bawang merah 4 siung bawang putih 1 sdt ketumbar bubuk 1 2 sdt merica bubuk 2 bh cabe merah besar 1 cm lengkuas 2 cm kunyit",0.2667
Tempe Orek Basah,"1 papan tempe uk sedang, potong dadu--2 lembar daun salam (tambahan dr saya)--Seruas jempol lengkuas, memarkan (tambahan dr saya)--Secukupnya kecap manis--Secukupnya garam, gula dan kaldu bubuk (sy pk kaldu jamur)--Secukupnya air matang--1 buah jeruk limau uk besar, ambil airnya (tambahan dr saya)--Bumbu yg dihaluskan :--5 siung bawang merah--2 siung bawang putih (sy pk bawang putih kating)--1/2 buah tomat--2 buah kemiri(sangrai/goreng)--2 buah cabai merah besar--1/2 sdt ketumbar--","1) Goreng tempe yg sudah dipotong dadu sebentar sampai kecoklatan (jangan sampai kering ya)
2) Tumis bumbu halus, salam dan lengkuas menggunakan minyak sayur sampai harum dan matang. Lalu masukan air secukupnya. Aduk rata. Biarkan mendidih. Tuang kecap manis dan bumbu lainnya. Aduk rata kembali dan tes rasa.
3) Masukan tempe yg sudah digoreng tadi, aduk merata. Masak sampai bumbu meresap. Matikan kompor. Beri air perasan jeruk limau. Aduk rata. Siap disajikan.
4) Sajikan bersama nasi hangat.. sooo yummyy.",180,https://cookpad.com/id/resep/4460395-tempe-orek-basah,tempe,tempe orek basah,14,"papan tempe , potong dadu , daun salam tambahan , jempol lengkuas , memarkan tambahan , kecap manis , garam , gula kaldu bubuk kaldu jamur , air matang , jeruk limau , ambil airnya tambahan , bumbu dihaluskan , bawang merah , bawang putih bawang putih , tomat , kemiri goreng , cabai merah , ketumbar",4,tempe orek basah,"1 papan tempe uk sedang, potong dadu 2 lembar daun salam tambahan dr saya seruas jempol lengkuas, memarkan tambahan dr saya secukupnya kecap manis secukupnya garam, gula dan kaldu bubuk sy pk kaldu jamur secukupnya air matang 1 buah jeruk limau uk besar, ambil airnya tambahan dr saya bumbu yg dihaluskan 5 siung bawang merah 2 siung bawang putih sy pk bawang putih kating 1 2 buah tomat 2 buah kemiri sangrai goreng 2 buah cabai merah besar 1 2 sdt ketumbar",0.3341
"Sup daging sapi simple tapi enak, cocok buat pemula","300 gr daging sapi untuk sop--2 buah kentang, potong kotak--2 buah wortel, potong bulat--8 buah buncis, bagi 3--2 batang daun bawang--3 batang daun seledri--1 buah tomat, iris 4--4 siung bawang merah, iris dan goreng--5 siung bawang putih, geprek--750 ml air matang--1/2 buah jeruk limo--Bumbu-bumbu:--1/2 sdm Garam--1 sdm Gula--1/2 sdt Merica--1/2 sdt Pala bubuk--2 cm jahe--","1) Cuci bersih daging beri garam dan remas2 lalu cuci kembali dan tiriskan airnya
2) Siapkan air di panci, panaskan sampai mendidih lalu masukkan daging dan 2 siung bawang putih geprek
3) Rebus sekitar 5 menit, buang airnya, lalu masukkan 750ml air matang
4) Selagi menunggu daging empuk kita siapkan bahan lain
5) Kupas wortel, kentang, potong buncis. (Untuk kentang spy ngga hitam rendam air ya)
6) Potong daun bawang, ikat seledri sisihkan.
7) Setelah direbus sekitar 30 menit, masukkan bawang putih, kentang dan wortel lalu diamkan selama 10 menit, baru masukkan bawang merah goreng, daun bawang dan seledri
8) Biarkan selama 5 menit, masukkan tomat dan buncis serta bumbu2
9) Diamkan sekitar 5 menit dengan api kecil
10) Cicipi rasa dan jika sudah pas sajikan di mangkok dengan beri perasan jeruk limo (bisa juga bawang merah goreng ditaburi di atasnya)",180,https://cookpad.com/id/resep/3974054-sup-daging-sapi-simple-tapi-enak-cocok-buat-pemula,sapi,sup daging sapi simple enak cocok pemula,17,"daging sapi sop , kentang , potong kotak , wortel , potong bulat , buncis , batang daun bawang , batang daun seledri , tomat , bawang merah , goreng , bawang putih , geprek , air matang , jeruk limo , bumbu bumbu , garam , gula , merica , pala , jahe",10,"sup daging sapi simple tapi enak, cocok buat pemula","300 gr daging sapi untuk sop 2 buah kentang, potong kotak 2 buah wortel, potong bulat 8 buah buncis, bagi 3 2 batang daun bawang 3 batang daun seledri 1 buah tomat, iris 4 4 siung bawang merah, iris dan goreng 5 siung bawang putih, geprek 750 ml air matang 1 2 buah jeruk limo bumbu bumbu 1 2 sdm garam 1 sdm gula 1 2 sdt merica 1 2 sdt pala bubuk 2 cm jahe",0.4572
"Lodeh TKL (tempe, kacang panjang, labu siam)",2 buah labu siam--1 papan tempe--1 ikat kacang pangjang--Bumbu yang di haluskan :--4 siung bawang putih--4 siung bawang merah--1 buah cabe merah--5 buah cabe rawit--1 buah kunyit (ukuran kecil)--Sedikit lengkuas--1 bungkus santan kara--Garam--Penyedap rasa--,"1) Iris tipis tempe, labu siam dan kacang panjang
2) Blender bumbu yang harus dihaluskan
3) Tumis bumbu halus sampai harum, kemudian tuangkan air
4) Masukkan labu siam dan kacang panjang
5) Setelah air sedikit berkurang, masukkan potongan tempe
6) Masukkan santan kara yang sdh dicampur dengan air
7) Beri sedikit garam dan penyedap rasa
8) Tes rasa dan tunggu sampai sedikit mendidih
9) Lodeh TKL siap disajikan",172,https://cookpad.com/id/resep/4358093-lodeh-tkl-tempe-kacang-panjang-labu-siam,tempe,lodeh tkl ( tempe kacang panjang labu siam ),13,"labu siam , papan tempe , kacang pangjang , bumbu haluskan , bawang putih , bawang merah , cabe merah , cabe rawit , kunyit , lengkuas , santan kara , garam , penyedap",9,"lodeh tkl tempe, kacang panjang, labu siam",2 buah labu siam 1 papan tempe 1 ikat kacang pangjang bumbu yang di haluskan 4 siung bawang putih 4 siung bawang merah 1 buah cabe merah 5 buah cabe rawit 1 buah kunyit ukuran kecil sedikit lengkuas 1 bungkus santan kara garam penyedap rasa,0.4324
Serundeng Daging Sapi,"600 gram daging sapi, potong 4cm--Secukupnya air untuk presto--250 gram kelapa parut--3 daun salam--3 daun jeruk--2 iris lengkuas, geprek--2 serei, geprek--30 gram gula merah, sisir--3 biji asam--Secukupnya gula pasir, garam--Secukupnya kaldu bubuk--Secukupnya minyak sayur--Bumbu halus :--12 siung bawang merah--6 siung bawang putih--5 kemiri--1 sdm ketumbar--3 cm jahe--1 ruas kunyit--","1) Presto daging dgn air secukupnya yg sudah diberi sedikit garam selama 1 menitan. Tiriskan.
2) Tumis bumbu halus dan rempah sampai wangi.
3) Masukkan daging yg sudah dipresto dgn sedikit air kaldunya, asam, gula, garam, kaldu bubuk lalu aduk rata.
4) Lalu masukkan kelapa parut.
rasanya.
5) Gunakan api kecil saat memasak, terus keruk dasar wajan sambil diaduk karena mudah gosong. Tambahkan sedikit minyak jika dirasa masih basah. Setelah kelapa dan daging agak kering akan mudah diaduk.
6) Koreksi rasanya. Masak sampai kelapa dan daging kering kuning kecoklatan butuh waktu lama sekitar sejam lebih. Matikan api. Angkat dan sajikan. Selamat mencoba.",171,https://cookpad.com/id/resep/3914908-serundeng-daging-sapi,sapi,serundeng daging sapi,19,"daging sapi , potong , air presto , kelapa parut , daun salam , daun jeruk , lengkuas , geprek , serei , geprek , gula merah , sisir , biji asam , gula pasir , garam , kaldu bubuk , minyak sayur , bumbu halus , bawang merah , bawang putih , kemiri , ketumbar , jahe , kunyit",7,serundeng daging sapi,"600 gram daging sapi, potong 4cm secukupnya air untuk presto 250 gram kelapa parut 3 daun salam 3 daun jeruk 2 iris lengkuas, geprek 2 serei, geprek 30 gram gula merah, sisir 3 biji asam secukupnya gula pasir, garam secukupnya kaldu bubuk secukupnya minyak sayur bumbu halus 12 siung bawang merah 6 siung bawang putih 5 kemiri 1 sdm ketumbar 3 cm jahe 1 ruas kunyit",0.3394
"Menu dinner trio tumis - pokcoy, ayam bawang putih, bawang merah","⭐️ Tumis pokcoy:--4 batang pokcoy--2 siung bawang putih, iris--1/2 sdt kecap asin--1 sdm air--1/2 sdt Gula--1/4 sdt garam--⭐️ Ayam bawang--2 potong paha ayam, potong dadu--1 sdt kecap manis--1/2 sdt kecap asin--8 siung bawang putih, geprek kasar--1/2 sdt Garam, merica, kaldu jamur (masing-masing, sesuai selera aja)--1 butir jeruk limo, peras--⭐️ tumis bawang merah:--15 siung bawang merah--3 buah cabe hijau--5 buah cabe merah--5 buah cabe rawit--1/2 sdt Garam dan kaldu jamur (masing2, sesuai selera)--","1) Tumis pokcoy: pokcoy cuci bersih, potong. Panaskan wajan, masukkan bawang putih lalu tumis sampai harum
2) Masukkan pokcoy, kecap asin, air, gula, garam. Aduk rata sekitar 30 detik. Angkat
3) Ayam bawang putih: campurkan semua dan marinasi di kulkas selama bbrp jam (saya 8 jam karena pagi bikin, pulang kantor masak)
4) Beri sedikit minyak, tumis hingga agak sedikit gosong, angkat
5) Tumis bawang merah: bawang merah diiris tipis, dan cabe iris miring
6) Beri minyak yg agak banyak (mgkn sekitar 4-5 sdm) lalu tumis bawang merah, cabe lalu aduk sampe harum. Masukkan gula, garam dan kaldu jamur. Aduk2 dan cicipi rasa. Jika sudah pas sisihkan",170,https://cookpad.com/id/resep/4355199-menu-dinner-trio-tumis-pokcoy-ayam-bawang-putih-bawang-merah,ayam,menu dinner trio tumis pokcoy ayam bawang putih bawang merah,20,"tumis pokcoy , batang pokcoy , bawang putih , kecap asin , air , gula , garam , ayam bawang , potong paha ayam , potong dadu , kecap manis , kecap asin , bawang putih , geprek kasar , garam , merica , kaldu jamur , jeruk limo , peras , tumis bawang merah , bawang merah , cabe hijau , cabe merah , cabe rawit , garam kaldu jamur",6,"menu dinner trio tumis pokcoy, ayam bawang putih, bawang merah","tumis pokcoy 4 batang pokcoy 2 siung bawang putih, iris 1 2 sdt kecap asin 1 sdm air 1 2 sdt gula 1 4 sdt garam ayam bawang 2 potong paha ayam, potong dadu 1 sdt kecap manis 1 2 sdt kecap asin 8 siung bawang putih, geprek kasar 1 2 sdt garam, merica, kaldu jamur masing masing, sesuai selera aja 1 butir jeruk limo, peras tumis bawang merah 15 siung bawang merah 3 buah cabe hijau 5 buah cabe merah 5 buah cabe rawit 1 2 sdt garam dan kaldu jamur masing2, sesuai selera",0.3041
