nama_id,frekuensi,kategori,umur_kulkas,umur_suhu_ruang,umur_freezer,kalori_per_100g,protein_g,lemak_g,karbo_g,karbon_co2e
bawang merah utuh,1,bumbu,30,14,0,39.0,1.5,0.3,0.2,0.715
bawang putih uksedang,1,bumbu,30,14,0,0.0,0.0,0.0,0.0,1.165
garam ketumbar,1,rempah,365,180,0,404.0,14.1,16.1,54.2,
merica air,1,rempah,365,365,0,359.0,11.5,6.8,64.4,
rib eye slice,1,protein_hewani,3,0,120,0.0,0.0,0.0,0.0,69.927
udang blender udang,1,protein_hewani,2,0,90,0.0,0.0,0.0,0.0,9.912
tepung terigu segitiga biru,1,protein_hewani,2,0,90,0.0,0.0,0.0,0.0,1.492
tepung aci,1,karbohidrat,365,365,0,0.0,0.0,0.0,0.0,
telur ukkecil,1,protein_hewani,21,7,0,0.0,0.0,0.0,0.0,1.075
daging paha kambing muda,1,protein_hewani,3,0,120,0.0,0.0,0.0,0.0,38.779
santan tingkat kekentalan,1,olahan,3,0,30,0.0,0.0,0.0,0.0,6.639
ketumbar gongseng,1,rempah,365,180,0,404.0,14.1,16.1,54.2,
kemiri gongseng,1,rempah,30,14,60,636.0,19.0,63.0,8.0,7.954
garam gula kaldu penyedap,1,bumbu,1825,1825,0,0.0,0.0,0.0,0.0,
gula garam lada,1,rempah,365,365,0,0.0,0.0,0.0,0.0,
merica hitam putih,1,rempah,365,365,0,359.0,11.5,6.8,64.4,
paprika bubuk blh,1,sayuran,7,3,30,0.0,0.0,0.0,0.0,0.656
cabe rawit bubuk pake cabai,1,bumbu,7,2,30,0.0,0.0,0.0,0.0,
yoghurt,1,olahan,14,0,0,52.0,3.3,2.5,4.0,0.731
garam mashala blh,1,bumbu,1825,1825,0,0.0,0.0,0.0,0.0,
sejumput bubuk kari kambing,1,protein_hewani,3,0,120,0.0,0.0,0.0,0.0,38.779
kunyit sebentar,1,rempah,14,7,60,63.0,2.0,2.7,9.1,5.064
tetelan sapi,1,protein_hewani,3,0,120,0.0,0.0,0.0,0.0,69.927
udang kasih perasan lemon,1,protein_hewani,2,0,90,0.0,0.0,0.0,0.0,9.912
kikil kulit sapi,1,protein_hewani,3,0,120,0.0,0.0,0.0,0.0,69.927
kacang tanah udah,1,protein_nabati,180,60,0,0.0,0.0,0.0,0.0,3.33
bawang mereh,1,bumbu,30,14,0,39.0,1.5,0.3,0.2,0.715
daun jeruk tulang daunnya,1,rempah,7,3,30,0.0,0.0,0.0,0.0,
kaldu bubuk ayam gula merah,1,protein_hewani,3,0,120,0.0,0.0,0.0,0.0,3.576
kluwek,1,rempah,180,90,0,310.0,10.0,24.0,13.5,3.426
daun jeruk tulangnya,1,rempah,7,3,30,0.0,0.0,0.0,0.0,
kaldu jamur bubuk non,1,sayuran,5,1,30,0.0,0.0,0.0,0.0,0.321
jagung pipil,1,sayuran,3,1,90,0.0,0.0,0.0,0.0,0.565
knorr pasta tom yam,1,karbohidrat,365,365,0,0.0,0.0,0.0,0.0,2.338
tempe daun tempe,1,protein_nabati,5,2,30,0.0,0.0,0.0,0.0,0.699
block trasi kemasan,1,bumbu,30,14,0,0.0,0.0,0.0,0.0,
daging sapi slice ala shabu shabu,1,protein_hewani,3,0,120,0.0,0.0,0.0,0.0,69.927
kecap gula biar gurih coca cola garam gurih,1,bumbu,365,180,0,46.0,5.7,1.3,9.0,1.511
cabai setan tau nama bagusnya,1,bumbu,7,2,30,0.0,0.0,0.0,0.0,
garam gula merica,1,rempah,365,365,0,359.0,11.5,6.8,64.4,
bumbunya,1,olahan,5,1,0,0.0,0.0,0.0,0.0,
wortel baby wortel,1,sayuran,14,3,90,0.0,0.0,0.0,0.0,0.285
daun kemangi secukup nya ketumbar,1,bumbu,3,1,0,404.0,14.1,16.1,54.2,
kecap ikan fisch sauce,1,protein_hewani,2,0,90,46.0,5.7,1.3,9.0,1.511
daun jeruk nipis,1,rempah,7,3,30,0.0,0.0,0.0,0.0,0.565
thai chili paste,1,olahan,5,1,0,0.0,0.0,0.0,0.0,
kulit jeruk nipis,1,buah,14,3,0,0.0,0.0,0.0,0.0,0.565
daging iga,1,protein_hewani,3,0,120,0.0,0.0,0.0,0.0,69.927
kismis hitam,1,buah,365,180,0,0.0,0.0,0.0,0.0,1.149
ikan sarden,1,protein_hewani,2,0,90,0.0,0.0,0.0,0.0,2.016
saus tomat abc,1,sayuran,7,3,0,0.0,0.0,0.0,0.0,0.449
soas tomat,1,sayuran,7,3,0,98.0,2.0,0.4,24.5,0.449
sosis dannpanjang panjang,1,olahan,7,1,60,0.0,0.0,0.0,0.0,2.08
rumput laut nori nori mama suka,1,olahan,14,7,0,0.0,0.0,0.0,0.0,
merica putih bubuk,1,rempah,365,365,0,359.0,11.5,6.8,64.4,
cabe ije bulet,1,bumbu,7,2,30,0.0,0.0,0.0,0.0,
cengek,1,olahan,5,1,0,0.0,0.0,0.0,0.0,
kecap pake bango,1,bumbu,365,180,0,46.0,5.7,1.3,9.0,1.511
petis udang kualitas super,1,protein_hewani,2,0,90,0.0,0.0,0.0,0.0,1.61
air kaldu aron nasi,1,karbohidrat,2,1,30,180.0,3.0,0.3,39.8,
kayu uksedang,1,rempah,365,180,0,0.0,0.0,0.0,0.0,
jahe ukjari telunjuk,1,rempah,21,14,60,51.0,1.5,1.0,10.1,1.2
kunyit uk½jari telunjuk,1,rempah,14,7,60,63.0,2.0,2.7,9.1,5.064
tepung tapioka sagu tani,1,karbohidrat,365,365,0,0.0,0.0,0.0,0.0,1.769
bawang putih halusin,1,bumbu,30,14,0,0.0,0.0,0.0,0.0,1.165
lenjer kacang panjang,1,protein_nabati,90,30,0,0.0,0.0,0.0,0.0,0.857
tempe semangit berwarna cokelat,1,protein_nabati,3,2,0,0.0,0.0,0.0,0.0,0.699
ikan pindang tongkol,1,protein_hewani,2,0,90,0.0,0.0,0.0,0.0,2.016
balok tempe,1,protein_nabati,5,2,30,0.0,0.0,0.0,0.0,0.699
rawit merah keriting,1,bumbu,7,2,30,0.0,0.0,0.0,0.0,
gurami ikan bun,1,protein_hewani,2,0,90,0.0,0.0,0.0,0.0,7.681
saos asam,1,bumbu,30,7,0,0.0,0.0,0.0,0.0,
cuka makanan,1,bumbu,365,365,0,12.0,0.1,0.1,5.0,1.509
tahu pake tahu gembos,1,protein_nabati,3,1,30,68.0,7.8,4.6,1.6,1.411
garam gula penyedap,1,bumbu,1825,1825,0,0.0,0.0,0.0,0.0,
ketumbar ketumbar sdh,1,rempah,365,180,0,404.0,14.1,16.1,54.2,
jahe pake,1,rempah,21,14,60,51.0,1.5,1.0,10.1,1.2
bgks ikan tongkol,1,protein_hewani,2,0,90,0.0,0.0,0.0,0.0,
cabe keriting blh,1,bumbu,7,2,30,0.0,0.0,0.0,0.0,
tofu,1,protein_nabati,3,1,30,0.0,0.0,0.0,0.0,1.411
bread crumbs,1,karbohidrat,90,30,0,0.0,0.0,0.0,0.0,2.302
tenderloin aussie,1,protein_hewani,3,0,120,0.0,0.0,0.0,0.0,69.927
saus bbq merk,1,bumbu,365,30,0,0.0,0.0,0.0,0.0,1.915
bandeng,1,protein_hewani,2,0,90,0.0,0.0,0.0,0.0,6.821
bawang bombai krn stock kulkas kosong,1,bumbu,14,7,0,0.0,0.0,0.0,0.0,
udon,1,karbohidrat,365,365,0,0.0,0.0,0.0,0.0,
diair menit,1,bumbu,1,1,0,0.0,0.0,0.0,0.0,
sawi dgn,1,sayuran,5,1,0,22.0,2.3,0.3,4.0,0.324
daging giling,1,protein_hewani,3,0,120,0.0,0.0,0.0,0.0,44.84
bawang putih margarin merk palmia pake margarin,1,olahan,30,7,60,720.0,0.6,81.0,0.4,1.165
saos bbq homemade,1,bumbu,30,7,0,0.0,0.0,0.0,0.0,
wortel korek,1,sayuran,14,3,90,0.0,0.0,0.0,0.0,0.285
potato wedges,1,olahan,5,1,0,0.0,0.0,0.0,0.0,
kapolaga,1,rempah,365,180,0,0.0,0.0,0.0,0.0,
ikan bawal laut,1,protein_hewani,2,0,90,0.0,0.0,0.0,0.0,
fermipan,1,bumbu,90,14,0,0.0,0.0,0.0,0.0,
tepung terigu cakra pake segitiga biru karna,1,protein_hewani,2,0,90,0.0,0.0,0.0,0.0,1.492
sch susu dancow,1,olahan,5,1,0,0.0,0.0,0.0,0.0,0.537
mentega blue band,1,olahan,30,5,90,725.0,0.5,81.6,1.4,
keju chedar mozarella,1,olahan,30,1,90,326.0,22.8,20.3,13.1,
saos pasta bolognaise pake merk delmonte,1,bumbu,30,7,0,0.0,0.0,0.0,0.0,2.338
sosis ayam sapi,1,protein_hewani,3,0,120,302.0,18.2,25.0,0.0,69.927
telur orak arik,1,protein_hewani,4,0,0,0.0,0.0,0.0,0.0,1.075
jeruk limao,1,buah,14,3,0,0.0,0.0,0.0,0.0,0.611
air perasn jeruk nipis,1,buah,14,3,0,0.0,0.0,0.0,0.0,0.565
buncis muda,1,sayuran,5,2,30,35.0,2.4,0.2,7.7,0.977
tempe persegi panjang,1,protein_nabati,5,2,30,0.0,0.0,0.0,0.0,0.699
tempe tahu tempe gembus permukaannya,1,protein_nabati,3,1,30,0.0,0.0,0.0,0.0,1.411
balok gula jawa pake balok lingkaran,1,bumbu,365,180,0,0.0,0.0,0.0,0.0,
telur kampung,1,protein_hewani,14,7,0,0.0,0.0,0.0,0.0,1.075
minyak wijen pagoda,1,bumbu,365,180,0,568.0,19.3,51.1,18.1,
mie telor,1,karbohidrat,365,365,0,0.0,0.0,0.0,0.0,1.075
perasan air jeruk lemon nipis,1,buah,14,3,0,0.0,0.0,0.0,0.0,
iga sapi sdh iga,1,protein_hewani,3,0,120,0.0,0.0,0.0,0.0,69.927
bawang merah bawang,1,bumbu,30,14,0,0.0,0.0,0.0,0.0,0.715
cabe keriting cabe merah mix,1,bumbu,7,2,30,0.0,0.0,0.0,0.0,
keluwek,1,rempah,180,90,0,310.0,10.0,24.0,13.5,3.426
tepung pake kobe,1,karbohidrat,365,180,0,0.0,0.0,0.0,0.0,
tepung protein,1,karbohidrat,365,180,0,0.0,0.0,0.0,0.0,2.302
kaldu penyedap,1,bumbu,365,180,0,0.0,0.0,0.0,0.0,
bawang prey hijau,1,bumbu,7,2,30,45.0,2.2,0.3,10.3,
bawang prey,1,bumbu,7,2,30,0.0,0.0,0.0,0.0,0.447
ladaku takut pedes,1,rempah,365,365,0,0.0,0.0,0.0,0.0,
serai bag putihnya,1,rempah,14,5,60,0.0,0.0,0.0,0.0,
tomat blender,1,sayuran,7,3,0,0.0,0.0,0.0,0.0,0.449
cabe bubuk boncabe,1,bumbu,365,180,0,0.0,0.0,0.0,0.0,
cabe rawit merah yaa super pedes,1,bumbu,7,2,30,0.0,0.0,0.0,0.0,
garam merica bubuk kaldu bubuk,1,rempah,365,365,0,359.0,11.5,6.8,64.4,
sayur terigu,1,protein_hewani,2,0,90,0.0,0.0,0.0,0.0,
sayur maizena,1,karbohidrat,365,365,0,0.0,0.0,0.0,0.0,1.574
kayu minus,1,rempah,365,180,0,0.0,0.0,0.0,0.0,
cabe rawit merah hijau utuh,1,bumbu,7,2,30,0.0,0.0,0.0,0.0,
jahu,1,olahan,5,1,0,0.0,0.0,0.0,0.0,
cabe oren cabe merah,1,bumbu,7,2,30,0.0,0.0,0.0,0.0,
jagung muda,1,sayuran,3,1,90,35.0,2.2,0.1,7.4,0.565
bngkus ladaku,1,rempah,365,365,0,0.0,0.0,0.0,0.0,
udang kepala kulit,1,protein_hewani,2,0,90,0.0,0.0,0.0,0.0,9.912
lengkas,1,rempah,14,7,60,0.0,0.0,0.0,0.0,
sawi caisim,1,sayuran,5,1,0,22.0,2.3,0.3,4.0,0.324
bawang ganti cabe rawit,1,bumbu,30,14,0,0.0,0.0,0.0,0.0,
kulit kulit ekornya,1,olahan,5,1,0,0.0,0.0,0.0,0.0,
tdk daun kemangi,1,bumbu,3,1,0,46.0,4.0,0.5,8.9,
paprika cabe merah,1,sayuran,7,3,30,0.0,0.0,0.0,0.0,0.656
penyedap sckupnya,1,bumbu,365,180,0,0.0,0.0,0.0,0.0,
wortel organik,1,sayuran,14,3,90,0.0,0.0,0.0,0.0,0.285
tomat muda,1,sayuran,7,3,0,0.0,0.0,0.0,0.0,0.449
tahu putih tahu kuning,1,protein_nabati,3,1,30,68.0,7.8,4.6,1.6,1.411
suwir peras,1,olahan,5,1,0,0.0,0.0,0.0,0.0,
bgks masako ayam,1,protein_hewani,3,0,120,302.0,18.2,25.0,0.0,3.576
ayam dada pake tulang,1,protein_hewani,3,0,120,302.0,18.2,25.0,0.0,3.576
daging sapi good quality,1,protein_hewani,3,0,120,0.0,0.0,0.0,0.0,69.927
kecap garam,1,bumbu,365,180,0,46.0,5.7,1.3,9.0,1.511
wijen kehabisan,1,rempah,180,90,0,568.0,19.3,51.1,18.1,
nasi kongbab pake nasi enaknya,1,karbohidrat,2,1,30,180.0,3.0,0.3,39.8,
bgks kongbab,1,olahan,5,1,0,0.0,0.0,0.0,0.0,
fusilli ganti makaroni pipa,1,karbohidrat,365,365,0,363.0,8.7,0.4,78.7,
ganti daun bawang sayur,1,bumbu,7,2,30,0.0,0.0,0.0,0.0,
tahu isi,1,protein_nabati,3,1,30,68.0,7.8,4.6,1.6,1.411
togé,1,protein_nabati,3,1,0,0.0,0.0,0.0,0.0,
ragi instant,1,bumbu,90,14,0,136.0,43.0,2.4,3.0,
tepung roti panir,1,karbohidrat,90,30,0,0.0,0.0,0.0,0.0,
tuna lumuri perasan jeruk nipis giling dgn pisau,1,buah,14,3,0,0.0,0.0,0.0,0.0,0.565
daun bawang pake seledri,1,bumbu,7,2,30,20.0,1.0,0.1,4.6,
lada hitam putih,1,rempah,365,365,0,0.0,0.0,0.0,0.0,
tepung terigu air,1,protein_hewani,2,0,90,365.0,8.9,1.3,77.3,1.492
pala pala,1,rempah,365,180,0,0.0,0.0,0.0,0.0,
cabe merah kriting cabe rawit suka,1,bumbu,7,2,30,0.0,0.0,0.0,0.0,
daging sapi tetelan,1,protein_hewani,3,0,120,0.0,0.0,0.0,0.0,69.927
ayam udh dcuci,1,protein_hewani,3,0,120,302.0,18.2,25.0,0.0,3.576
cabai hijau paprika hijau,1,sayuran,7,3,30,0.0,0.0,0.0,0.0,0.656
tahu ukbiasa,1,protein_nabati,3,1,30,68.0,7.8,4.6,1.6,1.411
cabe rawit merah orange,1,bumbu,7,2,30,0.0,0.0,0.0,0.0,
tepung sasa serba,1,karbohidrat,365,180,0,0.0,0.0,0.0,0.0,
serai putihnya keras,1,rempah,14,5,60,0.0,0.0,0.0,0.0,
terasi suka,1,bumbu,30,14,0,155.0,22.3,2.9,9.9,
cabe gila,1,bumbu,7,2,30,0.0,0.0,0.0,0.0,
kaldu gula,1,bumbu,1825,1825,0,0.0,0.0,0.0,0.0,
ketumbar uleg air,1,rempah,365,180,0,404.0,14.1,16.1,54.2,
bawang putih suka krn wangi,1,bumbu,30,14,0,0.0,0.0,0.0,0.0,1.165
daun jeruk krn wangi,1,rempah,7,3,30,0.0,0.0,0.0,0.0,
gula merah krn cair,1,bumbu,365,180,0,0.0,0.0,0.0,0.0,
ikan dori fillet,1,protein_hewani,2,0,90,0.0,0.0,0.0,0.0,1.338
penyedap totole,1,bumbu,365,180,0,0.0,0.0,0.0,0.0,
cabai cawit,1,bumbu,7,2,30,0.0,0.0,0.0,0.0,
keping mie kuning mie,1,karbohidrat,365,365,0,0.0,0.0,0.0,0.0,4.246
daun bayam,1,sayuran,3,1,0,0.0,0.0,0.0,0.0,0.471
bawang putih bubuk bawang,1,bumbu,7,2,30,0.0,0.0,0.0,0.0,1.165
ayam sayap,1,protein_hewani,3,0,120,302.0,18.2,25.0,0.0,2.152
bngkus santar kara,1,olahan,5,1,0,0.0,0.0,0.0,0.0,
putih telor,1,protein_hewani,21,7,0,0.0,0.0,0.0,0.0,1.075
asam kesturi,1,bumbu,180,60,0,0.0,0.0,0.0,0.0,1.509
rawit hijau utuh,1,bumbu,5,2,30,0.0,0.0,0.0,0.0,
daun kemangi daunnya,1,bumbu,3,1,0,0.0,0.0,0.0,0.0,
daging tulangan kambing,1,protein_hewani,3,0,120,0.0,0.0,0.0,0.0,38.779
kentang medan,1,sayuran,14,7,90,83.0,2.0,0.1,19.1,0.442
kambing ayam,1,protein_hewani,3,0,120,302.0,18.2,25.0,0.0,3.576
santan santan kara,1,olahan,5,0,30,0.0,0.0,0.0,0.0,6.639
dun kol,1,sayuran,14,2,30,0.0,0.0,0.0,0.0,0.324
bawal,1,protein_hewani,2,0,90,0.0,0.0,0.0,0.0,7.681
daun bawang daun seledri,1,bumbu,7,2,30,20.0,1.0,0.1,4.6,
kaldu bubuk sapi kaldu ayam,1,protein_hewani,3,0,120,0.0,0.0,0.0,0.0,69.927
saos air,1,bumbu,30,7,0,0.0,0.0,0.0,0.0,
ketumbar lada pala,1,rempah,365,180,0,404.0,14.1,16.1,54.2,
bawang merah sbgai,1,bumbu,30,14,0,0.0,0.0,0.0,0.0,0.715
lengkuas serai salam,1,rempah,14,7,60,0.0,0.0,0.0,0.0,
gula merah garam mecin masako asam kandis jawa,1,bumbu,180,60,0,0.0,0.0,0.0,0.0,
dada ayam giling,1,protein_hewani,3,0,120,302.0,18.2,25.0,0.0,6.284
bubuk,1,olahan,5,1,0,0.0,0.0,0.0,0.0,
nori mama suka,1,olahan,14,7,0,0.0,0.0,0.0,0.0,
nasi pulen,1,karbohidrat,2,1,30,180.0,3.0,0.3,39.8,
saus saus tomat,1,sayuran,7,3,0,0.0,0.0,0.0,0.0,0.449
udang kulit,1,protein_hewani,2,0,90,0.0,0.0,0.0,0.0,9.912
tepung serba mama suka,1,karbohidrat,365,180,0,0.0,0.0,0.0,0.0,
bawang putih cicang,1,bumbu,30,14,0,0.0,0.0,0.0,0.0,1.165
cabai kriting,1,bumbu,7,2,30,0.0,0.0,0.0,0.0,
pipih penyedap,1,bumbu,365,180,0,0.0,0.0,0.0,0.0,
rawit domba,1,bumbu,7,2,30,0.0,0.0,0.0,0.0,
sct santan kara,1,olahan,5,0,30,0.0,0.0,0.0,0.0,6.639
cabe merah rawit merah,1,bumbu,7,2,30,0.0,0.0,0.0,0.0,
tepung roti bread crumps,1,karbohidrat,90,30,0,0.0,0.0,0.0,0.0,
nila,1,protein_hewani,2,0,90,0.0,0.0,0.0,0.0,7.681
ikan kembung isi ikan,1,protein_hewani,2,0,90,0.0,0.0,0.0,0.0,
ketumbar pake,1,rempah,365,180,0,404.0,14.1,16.1,54.2,
cabe kriting hijau,1,bumbu,7,2,30,0.0,0.0,0.0,0.0,
tongkol,1,protein_hewani,2,0,90,0.0,0.0,0.0,0.0,2.016
cabai rawit keriting,1,bumbu,7,2,30,0.0,0.0,0.0,0.0,
mie telur mie urai,1,protein_hewani,21,7,0,0.0,0.0,0.0,0.0,1.075
sapi lada hitam,1,rempah,365,365,0,0.0,0.0,0.0,0.0,69.927
telur ayam kampung telur boiler,1,protein_hewani,3,0,120,0.0,0.0,0.0,0.0,3.576
ikan tongkol basah,1,protein_hewani,2,0,90,0.0,0.0,0.0,0.0,
cabai kemiri,1,bumbu,7,2,30,636.0,19.0,63.0,8.0,7.954
cabe merah pakek bji,1,bumbu,7,2,30,0.0,0.0,0.0,0.0,
daging kambing paha,1,protein_hewani,3,0,120,154.0,16.6,9.2,0.0,38.779
jahe keprek,1,rempah,21,14,60,51.0,1.5,1.0,10.1,1.2
serei keprek,1,rempah,14,5,60,0.0,0.0,0.0,0.0,
tomat merah uksedang,1,sayuran,7,3,0,0.0,0.0,0.0,0.0,0.449
kaldu bubuk royco ayam,1,bumbu,365,180,0,0.0,0.0,0.0,0.0,3.576
tepung kentaki instan sajiku,1,karbohidrat,365,180,0,0.0,0.0,0.0,0.0,
gula garam penyedap royko sapi,1,bumbu,1825,1825,0,0.0,0.0,0.0,0.0,69.927
parsley seledri,1,bumbu,7,2,0,20.0,1.0,0.1,4.6,
daun batangnya batangnya daging daunnya sop,1,protein_hewani,3,0,120,0.0,0.0,0.0,0.0,
paprika,1,sayuran,7,3,30,0.0,0.0,0.0,0.0,0.656
kari bubuk,1,rempah,365,180,0,0.0,0.0,0.0,0.0,5.064
olive oil minyak zaitun minyak,1,bumbu,365,180,0,0.0,0.0,0.0,0.0,
plastik tahu putih,1,protein_nabati,3,1,30,68.0,7.8,4.6,1.6,1.411
tahu kuning isi,1,protein_nabati,3,1,30,68.0,7.8,4.6,1.6,1.411
dorokdok kerupuk kulit,1,olahan,90,30,0,0.0,0.0,0.0,0.0,
udang jdi,1,protein_hewani,2,0,90,0.0,0.0,0.0,0.0,9.912
duo bawang,1,bumbu,30,14,0,29.0,1.8,0.7,5.2,
saos indofood,1,bumbu,30,7,0,0.0,0.0,0.0,0.0,
kofte kebab,1,olahan,5,1,0,0.0,0.0,0.0,0.0,
daging daging giling daging sapi,1,protein_hewani,3,0,120,0.0,0.0,0.0,0.0,69.927
garam kaldu penyedap suka,1,bumbu,1825,1825,0,0.0,0.0,0.0,0.0,
kayu kayu bubuk gula pasir,1,rempah,365,180,0,0.0,0.0,0.0,0.0,
minyak zaitun minyak teflon,1,bumbu,365,180,0,0.0,0.0,0.0,0.0,
saus tzatziki resep,1,bumbu,30,7,0,0.0,0.0,0.0,0.0,
french fries resep,1,olahan,5,1,0,0.0,0.0,0.0,0.0,
selada,1,sayuran,5,1,0,15.0,1.2,0.2,2.9,0.419
tomat bombai,1,sayuran,7,3,0,0.0,0.0,0.0,0.0,0.449
tepung kobe fried chiken,1,karbohidrat,365,180,0,0.0,0.0,0.0,0.0,
garam bubuk cabe,1,bumbu,7,2,30,0.0,0.0,0.0,0.0,
ladaku bubuk,1,rempah,365,365,0,0.0,0.0,0.0,0.0,
laja,1,rempah,14,7,60,0.0,0.0,0.0,0.0,1.076
air kaldu dri godogan ayam,1,protein_hewani,3,0,120,302.0,18.2,25.0,0.0,3.576
kentang serela,1,sayuran,14,7,90,83.0,2.0,0.1,19.1,0.442
bandeng isi,1,protein_hewani,2,0,90,189.0,11.3,15.7,0.6,
cabe rawit merah level,1,bumbu,7,2,30,0.0,0.0,0.0,0.0,
kunyit senti,1,rempah,14,7,60,63.0,2.0,2.7,9.1,5.064
jahe senti,1,rempah,21,14,60,51.0,1.5,1.0,10.1,1.2
kecap royco,1,bumbu,365,180,0,46.0,5.7,1.3,9.0,1.511
santan bubuk merk sasa plus air,1,olahan,5,0,30,0.0,0.0,0.0,0.0,6.639
tulang kambing daging kambing,1,protein_hewani,3,0,120,0.0,0.0,0.0,0.0,38.779
pepaya,1,buah,5,2,30,0.0,0.0,0.0,0.0,0.401
dada ayam filet,1,protein_hewani,3,0,120,302.0,18.2,25.0,0.0,5.702
cabai setan,1,bumbu,7,2,30,0.0,0.0,0.0,0.0,
kentang uksedang,1,sayuran,14,7,90,83.0,2.0,0.1,19.1,0.442
bihun jagung air,1,sayuran,3,1,90,360.0,4.7,0.1,82.1,0.565
tepung serba,1,karbohidrat,365,180,0,364.0,7.0,0.5,80.0,
bawang gorengan,1,bumbu,30,14,0,0.0,0.0,0.0,0.0,
kornet kemasan,1,olahan,5,1,60,0.0,0.0,0.0,0.0,
daun bawang prei,1,bumbu,7,2,30,45.0,2.2,0.3,10.3,
daging kambing iga sapi,1,protein_hewani,3,0,120,0.0,0.0,0.0,0.0,69.927
minyak zaitun,1,bumbu,365,180,0,884.0,0.0,100.0,0.0,5.809
saos inggris,1,bumbu,30,7,0,0.0,0.0,0.0,0.0,
garam gula merica bubuk kaldu,1,rempah,365,365,0,359.0,11.5,6.8,64.4,
tepung maizena krn suka kental,1,karbohidrat,365,365,0,0.0,0.0,0.0,0.0,1.574
worter,1,olahan,5,1,0,0.0,0.0,0.0,0.0,
ayam instan kuning,1,protein_hewani,3,0,120,302.0,18.2,25.0,0.0,3.576
daun jeruk tdk,1,rempah,7,3,30,0.0,0.0,0.0,0.0,
tongkol klo plstk tukang sayur,1,protein_hewani,2,0,90,0.0,0.0,0.0,0.0,
daun sop,1,olahan,5,1,0,0.0,0.0,0.0,0.0,
mentega margarine,1,olahan,30,5,90,725.0,0.5,81.6,1.4,
olive oil minyak bole,1,bumbu,365,180,0,0.0,0.0,0.0,0.0,
merica penyedap,1,rempah,365,365,0,359.0,11.5,6.8,64.4,
tahu tahu kuning,1,protein_nabati,3,1,30,68.0,7.8,4.6,1.6,1.411
desaku ketumbar,1,rempah,365,180,0,404.0,14.1,16.1,54.2,
wortel kuecil,1,sayuran,14,3,90,0.0,0.0,0.0,0.0,0.285
gula merica bubuk,1,rempah,365,365,0,359.0,11.5,6.8,64.4,
ayam broiler,1,protein_hewani,3,0,120,302.0,18.2,25.0,0.0,3.576
jerohan kambing,1,protein_hewani,3,0,120,0.0,0.0,0.0,0.0,38.779
saus cabai indo food,1,bumbu,7,2,30,0.0,0.0,0.0,0.0,
daging kambing muda,1,protein_hewani,3,0,120,154.0,16.6,9.2,0.0,38.779
gula sbg penggugah,1,bumbu,1825,1825,0,0.0,0.0,0.0,0.0,
kulit lumpia spring roll pastry,1,karbohidrat,7,1,30,0.0,0.0,0.0,0.0,
bubuk kari kari instant,1,rempah,365,180,0,0.0,0.0,0.0,0.0,
blackpepper powder,1,bumbu,365,30,0,0.0,0.0,0.0,0.0,4.52
keras kemiri,1,rempah,30,14,60,636.0,19.0,63.0,8.0,7.954
keranjang ikan tongkol,1,protein_hewani,2,0,90,0.0,0.0,0.0,0.0,
serai warna putih,1,rempah,14,5,60,0.0,0.0,0.0,0.0,
iga kambing lamb,1,protein_hewani,3,0,120,0.0,0.0,0.0,0.0,38.779
cabai rawit hijau,1,bumbu,5,2,30,0.0,0.0,0.0,0.0,
kaldu instan,1,olahan,5,1,0,0.0,0.0,0.0,0.0,
udang pacet,1,protein_hewani,2,0,90,0.0,0.0,0.0,0.0,9.912
jeruk nipis lemon,1,buah,14,3,0,0.0,0.0,0.0,0.0,0.565
gula merah kemanisanya,1,bumbu,365,180,0,0.0,0.0,0.0,0.0,
sejumput asam,1,olahan,5,1,0,0.0,0.0,0.0,0.0,
sckp gula,1,bumbu,1825,1825,0,0.0,0.0,0.0,0.0,
sckp kecap,1,bumbu,365,180,0,46.0,5.7,1.3,9.0,1.511
spagheti,1,karbohidrat,365,365,0,139.0,7.4,2.1,22.6,2.338
seledri parsley,1,bumbu,7,2,0,20.0,1.0,0.1,4.6,
gula merica,1,rempah,365,365,0,359.0,11.5,6.8,64.4,2.21
lonjor tempe jgn,1,protein_nabati,5,2,30,0.0,0.0,0.0,0.0,0.699
soon,1,karbohidrat,365,365,0,0.0,0.0,0.0,0.0,
saori saos,1,bumbu,365,30,0,0.0,0.0,0.0,0.0,
sayap leher ayam suka,1,protein_hewani,3,0,120,302.0,18.2,25.0,0.0,2.152
tepung pencelup instan,1,karbohidrat,365,180,0,0.0,0.0,0.0,0.0,
udang kulit kepala,1,protein_hewani,2,0,90,0.0,0.0,0.0,0.0,9.912
air jeruk,1,buah,14,7,0,48.0,0.6,0.2,12.4,
tepung crispy hot spicy pake merk sasa,1,karbohidrat,365,180,0,0.0,0.0,0.0,0.0,
tepung crispy original pake merk kruawang thip thailand,1,karbohidrat,365,180,0,0.0,0.0,0.0,0.0,
ketobetic bread flour,1,olahan,5,1,0,0.0,0.0,0.0,0.0,
baking soda,1,bumbu,365,365,0,0.0,0.0,0.0,0.0,
kefir kental yogurt plain buttermilk,1,olahan,14,0,0,0.0,0.0,0.0,0.0,
essence smoke beef toffieco,1,olahan,5,1,0,0.0,0.0,0.0,0.0,
tuna low carbs,1,olahan,5,1,0,0.0,0.0,0.0,0.0,
ikan tongkol asap,1,protein_hewani,2,0,90,0.0,0.0,0.0,0.0,
ayam paha sayap,1,protein_hewani,3,0,120,302.0,18.2,25.0,0.0,2.041
